step,losses/eval.bodypart_heatmap,losses/eval.bodypart_locref,losses/eval.bodypart_total_loss,losses/eval.total_loss,losses/train.bodypart_heatmap,losses/train.bodypart_locref,losses/train.bodypart_total_loss,losses/train.total_loss,metrics/test.mAP,metrics/test.mAR,metrics/test.rmse,metrics/test.rmse_pcutoff
114,,,,,0.0003020321310032159,0.12571468949317932,0.0032938832882791758,0.0032938832882791758,,,,
115,,,,,0.00030634019640274346,0.11962039768695831,0.0031436802819371223,0.0031436802819371223,,,,
116,,,,,0.00029834950692020357,0.12104196846485138,0.0031752241775393486,0.0031752241775393486,,,,
117,,,,,0.0003113072889391333,0.10395568609237671,0.0027545460034161806,0.0027545460034161806,,,,
118,,,,,0.0002832773025147617,0.09733876585960388,0.0025751080829650164,0.0025751080829650164,,,,
119,,,,,0.00029398055630736053,0.11117147654294968,0.0029262774623930454,0.0029262774623930454,,,,
120,0.0005828886642120779,0.21979905664920807,0.005786420311778784,0.005786420311778784,0.0003005841572303325,0.11688920855522156,0.0030725218821316957,0.0030725218821316957,61.663366336633665,68.0,66.43175502955914,3.3196794535432543
121,,,,,0.000302699365420267,0.09180951118469238,0.002446587197482586,0.002446587197482586,,,,
122,,,,,0.00028520781779661775,0.09809868782758713,0.002595071215182543,0.002595071215182543,,,,
123,,,,,0.0003098453744314611,0.09301840513944626,0.0024803827982395887,0.0024803827982395887,,,,
124,,,,,0.0002841305104084313,0.08851246535778046,0.0023548766039311886,0.0023548766039311886,,,,
125,,,,,0.00028900313191115856,0.09595441073179245,0.0025433613918721676,0.0025433613918721676,,,,
126,,,,,0.0002711262204684317,0.0867987722158432,0.0023055325727909803,0.0023055325727909803,,,,
127,,,,,0.00030791701283305883,0.09865669161081314,0.0026203757151961327,0.0026203757151961327,,,,
128,,,,,0.00029135786462575197,0.08516664803028107,0.002274845028296113,0.002274845028296113,,,,
129,,,,,0.00029456414631567895,0.08881164342164993,0.0023675733245909214,0.0023675733245909214,,,,
130,0.0005834674811922014,0.21836939454078674,0.005750969052314758,0.005750969052314758,0.0002939811092801392,0.08714961260557175,0.0023257306311279535,0.0023257306311279535,61.663366336633665,68.0,67.53372392058372,3.253699617726462
131,,,,,0.0003103055933024734,0.09561994671821594,0.0025456512812525034,0.0025456512812525034,,,,
132,,,,,0.00027750481967814267,0.08512680977582932,0.002266922499984503,0.002266922499984503,,,,
133,,,,,0.0002903236309066415,0.0987660214304924,0.0026143125724047422,0.0026143125724047422,,,,
134,,,,,0.000302101339912042,0.09219837188720703,0.002456009853631258,0.002456009853631258,,,,
135,,,,,0.00029021798400208354,0.09524756669998169,0.00252629816532135,0.00252629816532135,,,,
136,,,,,0.00028614915208891034,0.08795060217380524,0.002341839484870434,0.002341839484870434,,,,
137,,,,,0.0002795382170006633,0.09145477414131165,0.0024261383805423975,0.0024261383805423975,,,,
138,,,,,0.0002935925731435418,0.11004931479692459,0.002898029051721096,0.002898029051721096,,,,
139,,,,,0.0002954278024844825,0.09656549245119095,0.0025618511717766523,0.0025618511717766523,,,,
140,0.0005968274199403822,0.21637244522571564,0.005707725416868925,0.005707725416868925,0.00027898632106371224,0.08952465653419495,0.0023776094894856215,0.0023776094894856215,61.663366336633665,68.0,65.73068341970443,3.247547480038234
141,,,,,0.0002962973667308688,0.10074570775032043,0.00266679166816175,0.00266679166816175,,,,
142,,,,,0.0002819121000356972,0.09262032806873322,0.0024564643390476704,0.0024564643390476704,,,,
143,,,,,0.0002932487113866955,0.08727992326021194,0.002328622154891491,0.002328622154891491,,,,
144,,,,,0.0002947328903246671,0.12181738764047623,0.00319280126132071,0.00319280126132071,,,,
145,,,,,0.0002909383620135486,0.11728259176015854,0.003077533794566989,0.003077533794566989,,,,
146,,,,,0.00028098179609514773,0.07975666224956512,0.00213440740481019,0.00213440740481019,,,,
147,,,,,0.0002831806195899844,0.08847516030073166,0.0023534693755209446,0.0023534693755209446,,,,
148,,,,,0.00027646851958706975,0.08841013163328171,0.002348487265408039,0.002348487265408039,,,,
149,,,,,0.00027889598277397454,0.09310178458690643,0.002466992475092411,0.002466992475092411,,,,
150,0.0006068214424885809,0.2177472710609436,0.005747093353420496,0.005747093353420496,0.0003067970974370837,0.09450778365135193,0.0025160929653793573,0.0025160929653793573,62.16831683168317,69.0,59.2332275056839,3.203533857209342
151,,,,,0.0003048378275707364,0.09109248965978622,0.0024297309573739767,0.0024297309573739767,,,,
152,,,,,0.00028155167819932103,0.09044242650270462,0.0024018369149416685,0.0024018369149416685,,,,
153,,,,,0.0002954723604489118,0.08764347434043884,0.0023388226982206106,0.0023388226982206106,,,,
154,,,,,0.0002982858568429947,0.10414549708366394,0.0027527802158147097,0.0027527802158147097,,,,
155,,,,,0.0002853099722415209,0.1050429567694664,0.0027687286492437124,0.0027687286492437124,,,,
156,,,,,0.00030512595549225807,0.09424985200166702,0.002508808858692646,0.002508808858692646,,,,
157,,,,,0.0002823540417011827,0.0910908430814743,0.00241844798438251,0.00241844798438251,,,,
158,,,,,0.00026931072352454066,0.0829867571592331,0.0022093241568654776,0.0022093241568654776,,,,
159,,,,,0.0002721836499404162,0.0870080292224884,0.002311292802914977,0.002311292802914977,,,,
160,0.0005834412295371294,0.214558944106102,0.0056556942872703075,0.0056556942872703075,0.0002714976144488901,0.09165776520967484,0.002427192870527506,0.002427192870527506,62.16831683168317,69.0,58.902465559244156,3.2385739854403903
161,,,,,0.0002808959980029613,0.08913639932870865,0.0023688580840826035,0.0023688580840826035,,,,
162,,,,,0.0002953345829155296,0.08716511726379395,0.0023267953656613827,0.0023267953656613827,,,,
163,,,,,0.0002933527866844088,0.09367107599973679,0.002488453406840563,0.002488453406840563,,,,
164,,,,,0.0002806754782795906,0.0840093344449997,0.002240571193397045,0.002240571193397045,,,,
165,,,,,0.0002870871394407004,0.0869831070303917,0.0023181212600320578,0.0023181212600320578,,,,
166,,,,,0.0002799332432914525,0.0862215906381607,0.0022955061867833138,0.0022955061867833138,,,,
167,,,,,0.0002944197622127831,0.08434586226940155,0.0022558565251529217,0.0022558565251529217,,,,
168,,,,,0.00027973201940767467,0.0894458219408989,0.0023760113399475813,0.0023760113399475813,,,,
169,,,,,0.00028363135061226785,0.08171197026968002,0.0021846150048077106,0.0021846150048077106,,,,
170,0.0005901354015804827,0.21748247742652893,0.005732129793614149,0.005732129793614149,0.00028063441277481616,0.08513417094945908,0.002268671290948987,0.002268671290948987,61.663366336633665,68.0,72.81675264894962,3.207825481040137
171,,,,,0.00028603567625395954,0.08296249061822891,0.0022170802112668753,0.0022170802112668753,,,,
172,,,,,0.0002849409938789904,0.09623625874519348,0.002548377262428403,0.002548377262428403,,,,
173,,,,,0.000270738237304613,0.09171949326992035,0.0024283567909151316,0.0024283567909151316,,,,
174,,,,,0.00028192621539346874,0.09011725336313248,0.0023938945960253477,0.0023938945960253477,,,,
175,,,,,0.0003071014943998307,0.09011463820934296,0.0024064164608716965,0.0024064164608716965,,,,
176,,,,,0.0002980130957439542,0.08576968312263489,0.002293248428031802,0.002293248428031802,,,,
177,,,,,0.0002726286475080997,0.08623157441616058,0.0022921040654182434,0.0022921040654182434,,,,
178,,,,,0.0002920373226515949,0.08998704701662064,0.002395695075392723,0.002395695075392723,,,,
179,,,,,0.0002788558485917747,0.10808689892292023,0.002841600216925144,0.002841600216925144,,,,
180,0.0006075887940824032,0.21535667777061462,0.005687711760401726,0.005687711760401726,0.0002750221756286919,0.08679308742284775,0.0023073384072631598,0.0023073384072631598,62.16831683168317,69.0,64.26006150513888,3.1964171720402583
181,,,,,0.0002893537748605013,0.09298907220363617,0.0024694036692380905,0.0024694036692380905,,,,
182,,,,,0.0002863521804101765,0.08571311086416245,0.002286003902554512,0.002286003902554512,,,,
183,,,,,0.00027938687708228827,0.07922705262899399,0.0021203698124736547,0.0021203698124736547,,,,
184,,,,,0.000268554751528427,0.07936936616897583,0.002118511591106653,0.002118511591106653,,,,
185,,,,,0.00028269889298826456,0.08422933518886566,0.0022470830008387566,0.0022470830008387566,,,,
186,,,,,0.0002892753982450813,0.08644512295722961,0.0023057658690959215,0.0023057658690959215,,,,
187,,,,,0.00027533050160855055,0.10479681193828583,0.0027575853746384382,0.0027575853746384382,,,,
188,,,,,0.000275352067546919,0.08984288573265076,0.0023837483022361994,0.0023837483022361994,,,,
189,,,,,0.00026566910673864186,0.08079565316438675,0.0021527258213609457,0.0021527258213609457,,,,
190,0.0006040948792360723,0.2149410843849182,0.005675574764609337,0.005675574764609337,0.0002967306354548782,0.08749627321958542,0.002335771918296814,0.002335771918296814,62.16831683168317,69.0,57.983339299559596,3.2332555966717855
191,,,,,0.0002861477551050484,0.11490491777658463,0.0030156970024108887,0.0030156970024108887,,,,
192,,,,,0.00030033421353437006,0.08493710309267044,0.0022735949605703354,0.0022735949605703354,,,,
193,,,,,0.00029067081050015986,0.08584310859441757,0.0022914130240678787,0.0022914130240678787,,,,
194,,,,,0.00030127138597890735,0.08738097548484802,0.0023351600393652916,0.0023351600393652916,,,,
195,,,,,0.00027606842922978103,0.08587687462568283,0.0022849561646580696,0.0022849561646580696,,,,
196,,,,,0.00029560027178376913,0.09023679792881012,0.002403720049187541,0.002403720049187541,,,,
197,,,,,0.0002897023514378816,0.08438573777675629,0.00225449469871819,0.00225449469871819,,,,
198,,,,,0.00026649635401554406,0.08804221451282501,0.002334303455427289,0.002334303455427289,,,,
199,,,,,0.00028673038468696177,0.10263582319021225,0.0027092606760561466,0.0027092606760561466,,,,
200,0.0006103434134274721,0.2139061987400055,0.0056528267450630665,0.0056528267450630665,0.0003053303516935557,0.10954350233078003,0.0028912529814988375,0.0028912529814988375,63.68316831683168,72.0,66.14044924557209,3.308673944643566
