scorer,,,rishi,rishi,rishi,rishi,rishi,rishi,rishi,rishi,rishi,rishi
labeled-data,train-edge,28.png,208.32674330163502,672.327614741905,210.8649970583848,664.7128534716556,221.01801208538382,679.9423760121542,259.0918184366301,714.6318440210675,451.9991039496115,460.8064683460921
labeled-data,train-edge,29.png,199.8658974458025,732.3996203183158,191.40505158996996,736.630043246232,186.3285440764705,713.7857594354842,171.94510612155523,674.0197839130715,446.9225964361119,465.0368912740084
labeled-data,train-edge,3.png,89.87490131997981,602.1025941384951,81.4140554641474,604.6408478952449,76.33754795064783,583.4887332556635,63.646279166899035,553.0296881746665,438.4617505802794,444.73086122001035
labeled-data,train-edge,30.png,215.94150457188425,764.5508345704793,210.0189124728015,770.4734266695621,194.78938993230304,744.2448045164813,175.3294444638882,709.555336507568,428.30873555328026,477.7281600577572
labeled-data,train-edge,31.png,210.0189124728015,767.9351729128124,205.78848954488524,758.6282424713966,228.63277335563305,754.3978195434803,268.3987488780459,734.0917894894823,436.7695814091128,468.4212296163414
labeled-data,train-edge,32.png,249.78488799521438,88.52925068946155,257.3996492654636,91.91358903179456,245.5544650672981,106.29702698670984,221.01801208538382,151.13951002262218,436.7695814091128,452.34562249025964
labeled-data,train-edge,33.png,319.163824013041,82.6066585903788,321.70207776979066,92.75967361737781,300.54996313020945,95.29792737412757,250.63097258079756,111.37353450020935,442.69217350819554,462.49863751725866
labeled-data,train-edge,34.png,342.854192409372,62.30062853638077,348.77678450845474,69.91538980663003,334.39334655353946,83.45274317596204,294.6273710311267,132.52564913979063,434.23132765236323,453.1917070758429
labeled-data,train-edge,35.png,424.9243972109473,59.76237477963102,429.15482013886367,68.22322063546352,407.15662091369904,76.68406649129604,368.2367299768696,92.75967361737781,451.15301936402807,466.72906044517487
labeled-data,train-edge,36.png,489.2268257152746,68.22322063546352,492.61116405760754,76.68406649129604,473.1512185891927,85.14491234712855,441.00000433702917,111.37353450020935,432.53915848119664,471.8055679586744
labeled-data,train-edge,37.png,449.4608501928617,56.37803643729801,460.459949805444,49.609359752632,464.69037273336016,69.06930522104678,481.6120644450252,100.37443488762707,451.9991039496115,460.8064683460921
labeled-data,train-edge,38.png,574.6813688591828,78.37623566246253,579.7578763726824,83.45274317596204,564.5283538321837,88.52925068946155,542.5301546070193,103.75877322996008,445.2304272649453,464.19080668842514
labeled-data,train-edge,39.png,528.146716652104,60.60845936521426,534.0693087511868,64.83888229313052,522.2241245530213,75.83798190571278,488.38074112969116,118.9882957704586,429.15482013886367,446.42303039117684
labeled-data,train-edge,4.png,533.2232241656036,63.14671312196401,539.9919008502695,70.76147439221327,526.4545474809374,80.91448941921229,493.4572486431907,116.45004201370885,413.0792130127818,440.5004382920941
labeled-data,train-edge,40.png,556.9135925619346,81.76057400479554,564.5283538321837,88.52925068946155,550.9910004628518,99.52835030204382,540.8379854358527,128.2952262118744,443.53825809377895,459.11429917492563
labeled-data,train-edge,41.png,582.2961301294322,76.68406649129604,587.3726376429315,85.14491234712855,565.3744384177671,91.0675044462113,536.6075625079366,115.60395742812558,455.38344229194445,454.88387624700937
labeled-data,train-edge,42.png,351.3150382652045,67.37713604988028,355.5454611931208,61.454543950797515,369.08281456245277,80.06840483362905,399.5418596434498,115.60395742812558,430.00090472444685,456.57604541817585
labeled-data,train-edge,43.png,421.5400588686143,61.454543950797515,428.30873555328026,69.91538980663003,416.46355135511476,78.37623566246253,398.6957750578666,109.68136532904283,447.7686810216951,459.9603837605089
labeled-data,train-edge,44.png,373.31323749036903,65.68496687871377,376.697575832702,74.99189732012954,356.39154577870397,75.83798190571278,315.7794856707079,91.91358903179456,440.153919751446,466.72906044517487
labeled-data,train-edge,45.png,417.3096359406982,67.37713604988028,423.2322280397809,62.30062853638077,441.84608892261235,82.6066585903788,472.3051340036095,118.9882957704586,430.00090472444685,460.8064683460921
labeled-data,train-edge,46.png,452.84518853519467,59.76237477963102,456.22952687752763,63.99279770754727,439.30783516586257,79.22232024804579,405.4644517425327,131.6795645542074,445.2304272649453,458.2682145893424
labeled-data,train-edge,47.png,42.49416452731782,363.50674100401824,50.10892579756705,360.96848724726846,52.647179554316835,388.8892785715158,67.8767020948153,429.50133867951183,441.84608892261235,439.65435370651085
labeled-data,train-edge,48.png,54.33934872548332,381.2745173012665,61.10802541014937,380.42843271568324,62.80019458131585,399.88837818409803,68.7227866803986,439.65435370651085,454.53735770636126,460.8064683460921
labeled-data,train-edge,49.png,217.63367374305085,751.8595657867306,221.01801208538382,743.3987199308981,238.78578838263206,760.320411642563,271.7830872203789,776.3960187686448,462.1521189766104,448.9612841479266
labeled-data,train-edge,5.png,820.0458986783258,376.198009787767,814.123306579243,382.966686472433,801.4320377954941,361.81457183285175,768.4347389577474,324.58685006718866,432.53915848119664,441.34652287767733
labeled-data,train-edge,50.png,213.40325081513458,752.7056503723138,217.63367374305085,746.7830582732311,232.8631962835493,765.3969191560626,259.0918184366301,781.4725262821444,477.38164151710885,445.5769458055936
labeled-data,train-edge,51.png,226.94060418446657,760.320411642563,233.7092808691326,754.3978195434803,246.4005496528813,772.1655958407287,276.85959473387834,794.1637950658932,479.91989527385863,454.88387624700937
labeled-data,train-edge,52.png,203.25023578813557,760.320411642563,208.32674330163502,754.3978195434803,224.40235042771678,771.3195112551454,248.93880340963108,785.7029492100606,470.6129648324429,459.11429917492563
labeled-data,train-edge,53.png,211.711081643968,761.1664962281463,214.24933540071777,756.0899887146468,227.78668877004986,771.3195112551454,268.3987488780459,792.4716258947267,463.844288147777,460.8064683460921
labeled-data,train-edge,54.png,618.6777673095119,811.9315713631414,614.4473443815957,816.1619942910577,610.2169214536793,796.7020488226428,594.1413143275977,766.2430037416458,454.53735770636126,448.9612841479266
labeled-data,train-edge,55.png,625.446443994178,809.3933176063916,617.8316827239287,814.4698251198912,611.9090906248459,795.8559642370597,599.217821841097,760.320411642563,456.22952687752763,450.6534533190931
labeled-data,train-edge,56.png,634.7533744355937,817.8541634622242,628.830782336511,822.9306709757237,624.6003594085946,801.7785563361424,610.2169214536793,766.2430037416458,463.844288147777,463.3447221028419
labeled-data,train-edge,57.png,639.8298819490931,808.5472330208084,631.3690360932608,813.6237405343079,630.5229515076774,798.3942179938094,612.7551752104291,762.0125808137296,469.7668802468597,459.11429917492563
labeled-data,train-edge,58.png,865.7344662998212,295.81997415735816,861.504043371905,300.05039708527437,856.4275358584055,276.3600286889434,836.1215058044074,249.2853219502793,465.53645731894335,438.8082691209276
labeled-data,train-edge,59.png,834.4293366332411,303.4347354276074,830.1989137053247,306.8190737699404,824.2763216062419,284.82087454477585,809.0467990657435,250.97749112144584,435.0774122379464,440.5004382920941
labeled-data,train-edge,6.png,62.80019458131585,297.51214332852464,70.41495585156508,300.89648167085767,58.569771653399584,325.4329346527719,48.41675662640057,358.43023349051873,443.53825809377895,431.1935078506783
labeled-data,train-edge,60.png,831.0449982909079,313.5877504546064,825.9684907774085,318.6642579681059,820.0458986783258,296.6660587429414,806.5085453089937,267.89918283311084,424.9243972109473,460.8064683460921
labeled-data,train-edge,61.png,834.4293366332411,301.7425662564409,831.0449982909079,307.66515835552366,822.5841524350756,279.74436703127634,801.4320377954941,250.13140653586254,434.23132765236323,434.57784619301134
labeled-data,train-edge,62.png,823.4302370206588,312.74166586902317,819.1998140927424,316.1260042113562,811.5850528224933,290.74346664385865,797.201614867578,261.13050614844485,423.2322280397809,455.7299608325926
labeled-data,train-edge,63.png,820.891983263909,601.2565095529119,813.2772219936596,596.1800020394123,830.1989137053247,570.7974644719149,841.198013317907,527.647150607169,426.6165663821139,438.8082691209276
labeled-data,train-edge,64.png,67.03061750923212,527.647150607169,75.49146336506453,526.8010660215857,74.64537877948135,548.7992652467502,83.10622463531388,575.8739719854143,467.22862649010995,434.57784619301134
labeled-data,train-edge,65.png,68.7227866803986,537.800165634168,76.33754795064783,537.800165634168,75.49146336506453,558.106195688166,84.79839380648036,583.4887332556635,473.9973031747759,454.0377916614261
labeled-data,train-edge,66.png,59.41585623898277,508.18720513875417,63.646279166899035,507.341120553171,61.95410999573255,525.1088968504192,69.56887126598178,547.1070960755837,458.7677806342774,415.11790072459655
labeled-data,train-edge,67.png,60.26194082456607,532.7236581206685,67.8767020948153,529.3393197783355,67.8767020948153,552.1836035890833,78.87580170739761,577.5661411565808,461.3060343910272,443.03869204884387
labeled-data,train-edge,68.png,51.80109496873354,525.1088968504192,57.723687067816286,523.4167276792527,56.8776024822331,547.1070960755837,66.18453292364882,574.1818028142478,441.00000433702917,448.9612841479266
labeled-data,train-edge,69.png,60.26194082456607,521.7245585080863,64.49236375248233,521.7245585080863,67.03061750923212,546.2610114900006,74.64537877948135,577.5661411565808,464.69037273336016,446.42303039117684
labeled-data,train-edge,7.png,217.63367374305085,117.2961265992921,223.5562658421336,121.52654952720836,208.32674330163502,140.1404104100399,182.09812114855424,178.2142167612862,444.38434267936213,461.65255293167536
labeled-data,train-edge,70.png,70.41495585156508,518.3402201657532,77.18363253623113,514.1097972378369,77.18363253623113,539.4923348053345,92.4131550767296,569.1052953007483,467.22862649010995,428.6552540939286
labeled-data,train-edge,8.png,580.6039609582656,85.14491234712855,583.9882993005986,80.91448941921229,604.2943293545966,96.99009654529407,640.6759665346765,129.98739538304088,425.7704817965307,443.8847766344271
labeled-data,train-edge,9.png,118.64177722981037,665.558938057239,117.79569264422719,657.0980922014064,134.71738435589214,664.7128534716556,184.63637490530402,663.0206843004892,439.30783516586257,444.73086122001035
